127.0.0.1 - - [16/Apr/2018:20:24:44 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:35 +0530] "GET /papi-front/css/scheduler.css HTTP/1.1" 200 3988
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:35 +0530] "GET /papi-front/css/side-menu.css HTTP/1.1" 200 2732
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:35 +0530] "GET /papi-front/js/base.js HTTP/1.1" 200 663
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:35 +0530] "GET /papi-front/js/utility.js HTTP/1.1" 200 8830
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:35 +0530] "GET /papi-front/images/image1.jpg HTTP/1.1" 200 269302
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:36 +0530] "GET /papi-front/images/btightyellow.jpg HTTP/1.1" 200 103689
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:36 +0530] "GET /papi-front/view/common/side_menu.html HTTP/1.1" 200 3033
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:36 +0530] "GET /papi-front/view/home.html HTTP/1.1" 200 4949
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:36 +0530] "GET /css/side-menu.css HTTP/1.1" 404 1095
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:36 +0530] "GET /papi-front/css/home.css HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:36 +0530] "GET /papi-front/images/swirl.jpg HTTP/1.1" 200 117168
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:38 +0530] "GET /papi-front/view/group_registration.html HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:38 +0530] "GET /papi-front/view/groupView.html HTTP/1.1" 200 1642
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:36:40 +0530] "GET /papi/group/getGroupList HTTP/1.1" 200 92
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:37:04 +0530] "POST /papi/group/addGroup HTTP/1.1" 200 73
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:37:27 +0530] "GET /papi/group/getGroupList HTTP/1.1" 200 155
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:38:22 +0530] "POST /papi/group/addGroup HTTP/1.1" 200 73
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:38:24 +0530] "POST /papi/group/addGroup HTTP/1.1" 200 73
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:38:26 +0530] "POST /papi/group/addGroup HTTP/1.1" 200 73
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:08 +0530] "GET /papi-front/index.html? HTTP/1.1" 200 2969
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:08 +0530] "GET /papi-front/css/forms.css HTTP/1.1" 200 2228
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:08 +0530] "GET /papi-front/css/side-menu.css HTTP/1.1" 200 2732
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:08 +0530] "GET /papi-front/css/main.css HTTP/1.1" 200 3567
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:08 +0530] "GET /papi-front/css/scheduler.css HTTP/1.1" 200 3988
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:08 +0530] "GET /papi-front/js/base.js HTTP/1.1" 200 663
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:08 +0530] "GET /papi-front/js/utility.js HTTP/1.1" 200 9014
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:08 +0530] "GET /papi-front/images/image1.jpg HTTP/1.1" 200 269302
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:09 +0530] "GET /papi-front/images/btightyellow.jpg HTTP/1.1" 200 103689
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:09 +0530] "GET /papi-front/view/common/side_menu.html HTTP/1.1" 200 3033
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:09 +0530] "GET /papi-front/view/home.html HTTP/1.1" 200 4949
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:09 +0530] "GET /css/side-menu.css HTTP/1.1" 404 1095
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:09 +0530] "GET /papi-front/css/home.css HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:09 +0530] "GET /papi-front/images/swirl.jpg HTTP/1.1" 200 117168
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:18 +0530] "GET /papi-front/view/group_registration.html HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:41:18 +0530] "GET /papi-front/view/groupView.html HTTP/1.1" 200 1642
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:05 +0530] "GET /papi-front/index.html? HTTP/1.1" 200 2969
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:05 +0530] "GET /papi-front/css/forms.css HTTP/1.1" 200 2228
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:05 +0530] "GET /papi-front/css/main.css HTTP/1.1" 200 3567
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:05 +0530] "GET /papi-front/css/side-menu.css HTTP/1.1" 200 2732
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:05 +0530] "GET /papi-front/css/scheduler.css HTTP/1.1" 200 3988
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:05 +0530] "GET /papi-front/js/base.js HTTP/1.1" 200 663
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:05 +0530] "GET /papi-front/js/utility.js HTTP/1.1" 200 9013
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:05 +0530] "GET /papi-front/images/image1.jpg HTTP/1.1" 200 269302
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:06 +0530] "GET /papi-front/images/btightyellow.jpg HTTP/1.1" 200 103689
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:06 +0530] "GET /papi-front/view/common/side_menu.html HTTP/1.1" 200 3033
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:06 +0530] "GET /papi-front/view/home.html HTTP/1.1" 200 4949
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:06 +0530] "GET /css/side-menu.css HTTP/1.1" 404 1095
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:06 +0530] "GET /papi-front/css/home.css HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:06 +0530] "GET /papi-front/images/swirl.jpg HTTP/1.1" 200 117168
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:09 +0530] "GET /papi-front/view/group_registration.html HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:42:09 +0530] "GET /papi-front/view/groupView.html HTTP/1.1" 200 1642
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:04 +0530] "GET /papi-front/index.html? HTTP/1.1" 200 2969
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:04 +0530] "GET /papi-front/css/forms.css HTTP/1.1" 200 2228
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:04 +0530] "GET /papi-front/css/side-menu.css HTTP/1.1" 200 2732
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:04 +0530] "GET /papi-front/css/scheduler.css HTTP/1.1" 200 3988
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:04 +0530] "GET /papi-front/css/main.css HTTP/1.1" 200 3567
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:04 +0530] "GET /papi-front/js/base.js HTTP/1.1" 200 663
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:04 +0530] "GET /papi-front/js/utility.js HTTP/1.1" 200 8903
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:04 +0530] "GET /papi-front/images/image1.jpg HTTP/1.1" 200 269302
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:05 +0530] "GET /papi-front/images/btightyellow.jpg HTTP/1.1" 200 103689
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:05 +0530] "GET /papi-front/view/common/side_menu.html HTTP/1.1" 200 3033
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:05 +0530] "GET /papi-front/view/home.html HTTP/1.1" 200 4949
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:05 +0530] "GET /css/side-menu.css HTTP/1.1" 404 1095
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:05 +0530] "GET /papi-front/css/home.css HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:05 +0530] "GET /papi-front/images/swirl.jpg HTTP/1.1" 200 117168
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:06 +0530] "GET /papi-front/view/group_registration.html HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:06 +0530] "GET /papi-front/view/groupView.html HTTP/1.1" 200 1642
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:15 +0530] "GET /papi-front/index.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:15 +0530] "GET /papi-front/js/utility.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:15 +0530] "GET /css/side-menu.css HTTP/1.1" 404 1095
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:16 +0530] "GET /papi-front/view/reaction.html HTTP/1.1" 200 2220
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /papi-front/index.html? HTTP/1.1" 200 2969
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /papi-front/css/scheduler.css HTTP/1.1" 200 3988
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /papi-front/css/main.css HTTP/1.1" 200 3567
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /papi-front/css/forms.css HTTP/1.1" 200 2228
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /papi-front/css/side-menu.css HTTP/1.1" 200 2732
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /papi-front/js/base.js HTTP/1.1" 200 663
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /papi-front/js/utility.js HTTP/1.1" 200 8903
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /papi-front/images/image1.jpg HTTP/1.1" 200 269302
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /papi-front/images/btightyellow.jpg HTTP/1.1" 200 103689
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /papi-front/view/common/side_menu.html HTTP/1.1" 200 3033
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /papi-front/view/home.html HTTP/1.1" 200 4949
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /css/side-menu.css HTTP/1.1" 404 1095
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /papi-front/css/home.css HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:24 +0530] "GET /papi-front/images/swirl.jpg HTTP/1.1" 200 117168
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:27 +0530] "GET /papi-front/view/chatScreen.html HTTP/1.1" 200 5379
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:27 +0530] "GET /papi/schedule/getmessagelist/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:32 +0530] "GET /papi-front/view/group_registration.html HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:44:32 +0530] "GET /papi-front/view/groupView.html HTTP/1.1" 200 1642
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:13 +0530] "GET /papi-front/index.html? HTTP/1.1" 200 2969
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:13 +0530] "GET /papi-front/css/scheduler.css HTTP/1.1" 200 3988
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:13 +0530] "GET /papi-front/css/forms.css HTTP/1.1" 200 2228
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:13 +0530] "GET /papi-front/css/main.css HTTP/1.1" 200 3567
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:13 +0530] "GET /papi-front/css/side-menu.css HTTP/1.1" 200 2732
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:13 +0530] "GET /papi-front/js/base.js HTTP/1.1" 200 663
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:13 +0530] "GET /papi-front/js/utility.js HTTP/1.1" 200 8901
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:14 +0530] "GET /papi-front/images/image1.jpg HTTP/1.1" 200 269302
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:14 +0530] "GET /papi-front/images/btightyellow.jpg HTTP/1.1" 200 103689
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:14 +0530] "GET /papi-front/view/common/side_menu.html HTTP/1.1" 200 3033
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:14 +0530] "GET /papi-front/view/home.html HTTP/1.1" 200 4949
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:14 +0530] "GET /css/side-menu.css HTTP/1.1" 404 1095
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:14 +0530] "GET /papi-front/css/home.css HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:14 +0530] "GET /papi-front/images/swirl.jpg HTTP/1.1" 200 117168
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:18 +0530] "GET /papi-front/view/group_registration.html HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:18 +0530] "GET /papi-front/view/groupView.html HTTP/1.1" 200 1642
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:45:20 +0530] "GET /papi/group/getGroupList HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:25 +0530] "GET /papi-front/index.html? HTTP/1.1" 200 2969
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:25 +0530] "GET /papi-front/css/forms.css HTTP/1.1" 200 2228
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:25 +0530] "GET /papi-front/css/main.css HTTP/1.1" 200 3567
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:25 +0530] "GET /papi-front/css/side-menu.css HTTP/1.1" 200 2732
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:25 +0530] "GET /papi-front/css/scheduler.css HTTP/1.1" 200 3988
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:25 +0530] "GET /papi-front/js/base.js HTTP/1.1" 200 663
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:25 +0530] "GET /papi-front/js/utility.js HTTP/1.1" 200 8954
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:26 +0530] "GET /papi-front/images/image1.jpg HTTP/1.1" 200 269302
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:26 +0530] "GET /papi-front/images/btightyellow.jpg HTTP/1.1" 200 103689
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:26 +0530] "GET /papi-front/view/common/side_menu.html HTTP/1.1" 200 3033
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:26 +0530] "GET /papi-front/view/home.html HTTP/1.1" 200 4949
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:26 +0530] "GET /css/side-menu.css HTTP/1.1" 404 1095
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:26 +0530] "GET /papi-front/css/home.css HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:26 +0530] "GET /papi-front/images/swirl.jpg HTTP/1.1" 200 117168
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:28 +0530] "GET /papi-front/view/group_registration.html HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:28 +0530] "GET /papi-front/view/groupView.html HTTP/1.1" 200 1642
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:31 +0530] "GET /papi/group/getGroupList HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:46:46 +0530] "GET /papi/group/getGroupList HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:47:10 +0530] "GET /papi-front/index.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:47:10 +0530] "GET /papi-front/js/utility.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:47:10 +0530] "GET /css/side-menu.css HTTP/1.1" 404 1095
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:47:15 +0530] "GET /papi/group/getGroupList HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:47:29 +0530] "GET /papi/group/getGroupList HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:50:50 +0530] "GET /papi-front/index.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:50:50 +0530] "GET /papi-front/js/utility.js HTTP/1.1" 200 8433
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:51:32 +0530] "GET /papi-front/index.html? HTTP/1.1" 200 2969
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:51:32 +0530] "GET /papi-front/css/forms.css HTTP/1.1" 200 2228
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:51:32 +0530] "GET /papi-front/css/scheduler.css HTTP/1.1" 200 3988
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:51:32 +0530] "GET /papi-front/css/side-menu.css HTTP/1.1" 200 2732
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:51:32 +0530] "GET /papi-front/css/main.css HTTP/1.1" 200 3567
0:0:0:0:0:0:0:1 - - [16/Apr/2018:20:51:32 +0530] "GET /papi-front/js/base.js HTTP/1.1" 200 663
